Recibido REQUEST de: [B8-C6-8E-AC-32-46] || FECHA: Thu May 23 12:47:13 COT 2013
Recibido REQUEST de: [B8-C6-8E-AC-32-46] || FECHA: Thu May 23 12:47:15 COT 2013
Recibido DISCOVERY de: [B8-C6-8E-AC-32-46] || FECHA: Thu May 23 12:47:17 COT 2013
Se envió DHCP_OFFFER a: [B8-C6-8E-AC-32-46] con la IP: [192.168.0.100] || FECHA: Thu May 23 12:47:17 COT 2013
Recibido REQUEST de: [B8-C6-8E-AC-32-46] || FECHA: Thu May 23 12:47:17 COT 2013
Se envió DHCP_ACK a: [B8-C6-8E-AC-32-46] con la IP: [192.168.0.100] || FECHA: Thu May 23 12:47:17 COT 2013
Recibido DISCOVERY de: [C4-2C-03-E8-D2-FF] || FECHA: Thu May 23 12:47:24 COT 2013
Se envió DHCP_OFFFER a: [C4-2C-03-E8-D2-FF] con la IP: [192.168.0.101] || FECHA: Thu May 23 12:47:24 COT 2013
Recibido REQUEST de: [C4-2C-03-E8-D2-FF] || FECHA: Thu May 23 12:47:26 COT 2013
Se envió DHCP_ACK a: [C4-2C-03-E8-D2-FF] con la IP: [192.168.0.101] || FECHA: Thu May 23 12:47:26 COT 2013
Recibido REQUEST de: [C4-2C-03-E8-D2-FF] || FECHA: Thu May 23 12:47:42 COT 2013
Se envió DHCP_ACK a: [C4-2C-03-E8-D2-FF] con la IP: [192.168.0.101] || FECHA: Thu May 23 12:47:42 COT 2013
Recibido REQUEST de: [C4-2C-03-E8-D2-FF] || FECHA: Thu May 23 12:48:04 COT 2013
Se envió DHCP_ACK a: [C4-2C-03-E8-D2-FF] con la IP: [192.168.0.101] || FECHA: Thu May 23 12:48:04 COT 2013
Recibido REQUEST de: [B8-C6-8E-AC-32-46] || FECHA: Thu May 23 12:48:48 COT 2013
Se envió DHCP_ACK a: [B8-C6-8E-AC-32-46] con la IP: [192.168.0.100] || FECHA: Thu May 23 12:48:48 COT 2013
Recibido REQUEST de: [B8-C6-8E-AC-32-46] || FECHA: Thu May 23 12:49:38 COT 2013
Recibido REQUEST de: [B8-C6-8E-AC-32-46] || FECHA: Thu May 23 12:49:40 COT 2013
Recibido DISCOVERY de: [B8-C6-8E-AC-32-46] || FECHA: Thu May 23 12:49:41 COT 2013
Se envió DHCP_OFFFER a: [B8-C6-8E-AC-32-46] con la IP: [192.168.0.100] || FECHA: Thu May 23 12:49:41 COT 2013
Recibido REQUEST de: [B8-C6-8E-AC-32-46] || FECHA: Thu May 23 12:49:42 COT 2013
Se envió DHCP_ACK a: [B8-C6-8E-AC-32-46] con la IP: [192.168.0.100] || FECHA: Thu May 23 12:49:42 COT 2013
Recibido REQUEST de: [B8-C6-8E-AC-32-46] || FECHA: Thu May 23 12:50:12 COT 2013
Recibido REQUEST de: [B8-C6-8E-AC-32-46] || FECHA: Thu May 23 12:50:14 COT 2013
Recibido DISCOVERY de: [B8-C6-8E-AC-32-46] || FECHA: Thu May 23 12:50:16 COT 2013
Se envió DHCP_OFFFER a: [B8-C6-8E-AC-32-46] con la IP: [192.168.0.100] || FECHA: Thu May 23 12:50:16 COT 2013
Recibido REQUEST de: [B8-C6-8E-AC-32-46] || FECHA: Thu May 23 12:50:16 COT 2013
Se envió DHCP_ACK a: [B8-C6-8E-AC-32-46] con la IP: [192.168.0.100] || FECHA: Thu May 23 12:50:16 COT 2013
Recibido REQUEST de: [B8-C6-8E-AC-32-46] || FECHA: Thu May 23 12:51:47 COT 2013
Se envió DHCP_ACK a: [B8-C6-8E-AC-32-46] con la IP: [192.168.0.100] || FECHA: Thu May 23 12:51:47 COT 2013
Recibido REQUEST de: [B8-C6-8E-AC-32-46] || FECHA: Thu May 23 12:53:17 COT 2013
Recibido REQUEST de: [B8-C6-8E-AC-32-46] || FECHA: Thu May 23 12:53:19 COT 2013
Recibido DISCOVERY de: [B8-C6-8E-AC-32-46] || FECHA: Thu May 23 12:53:21 COT 2013
Se envió DHCP_OFFFER a: [B8-C6-8E-AC-32-46] con la IP: [192.168.0.100] || FECHA: Thu May 23 12:53:21 COT 2013
Recibido REQUEST de: [B8-C6-8E-AC-32-46] || FECHA: Thu May 23 12:53:21 COT 2013
Se envió DHCP_ACK a: [B8-C6-8E-AC-32-46] con la IP: [192.168.0.100] || FECHA: Thu May 23 12:53:21 COT 2013
Recibido DISCOVERY de: [C4-2C-03-E8-D2-FF] || FECHA: Thu May 23 12:53:30 COT 2013
Se envió DHCP_OFFFER a: [C4-2C-03-E8-D2-FF] con la IP: [192.168.0.101] || FECHA: Thu May 23 12:53:30 COT 2013
Recibido REQUEST de: [C4-2C-03-E8-D2-FF] || FECHA: Thu May 23 12:53:32 COT 2013
Se envió DHCP_ACK a: [C4-2C-03-E8-D2-FF] con la IP: [192.168.0.101] || FECHA: Thu May 23 12:53:32 COT 2013
Recibido REQUEST de: [C4-2C-03-E8-D2-FF] || FECHA: Thu May 23 12:53:57 COT 2013
Se envió DHCP_ACK a: [C4-2C-03-E8-D2-FF] con la IP: [192.168.0.101] || FECHA: Thu May 23 12:53:57 COT 2013
Recibido DISCOVERY de: [C4-2C-03-E8-D2-FF] || FECHA: Thu May 23 12:54:05 COT 2013
Se envió DHCP_OFFFER a: [C4-2C-03-E8-D2-FF] con la IP: [192.168.0.101] || FECHA: Thu May 23 12:54:05 COT 2013
Recibido REQUEST de: [C4-2C-03-E8-D2-FF] || FECHA: Thu May 23 12:54:07 COT 2013
